news_id,manchete_emocao,manchete_polaridade,f1_emocao,f1_polaridade,f2_emocao,f2_polaridade,f3_emocao,f3_polaridade,geral_emocao,geral_polaridade,pensamento,manchete,f1,f2,f3
3989,alegria,positivo,neutro,neutro,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa um sentimento de alegria com a promessa de ampliar a desoneração da folha de pagamentos, sugerindo otimismo com a redução de custos para setores econômicos. F1 mantém uma abordagem neutra ao detalhar a intenção sem especificar o impacto fiscal, apresentando informação factual. F2 possui uma mistura de emoções, mas a alegria predomina ao anunciar possíveis reduções de impostos e mudanças favoráveis nas políticas de pedágio. F3 também apresenta alegria ao destacar a independência do Banco Central e a não interferência, indicando confiança na política monetária. No geral, a notícia apresenta um sentimento predominantemente positivo devido às promessas de medidas econômicas favoráveis.",Bolsonaro diz que pretende ampliar desoneração da folha de pagamentos,"O presidente Jair Bolsonaro anunciou a intenção de ampliar a desoneração da folha de pagamentos, atualmente beneficiando 17 setores da economia, sem detalhar o impacto fiscal da medida.","Ele também defendeu a redução das alíquotas do IPI, a manutenção do teto de gastos e a possibilidade de rever a regra fiscal após as eleições, além de sugerir mudanças na fórmula de reajuste dos pedágios e a eliminação do pedágio para motocicletas.","Bolsonaro destacou a independência do Banco Central na condução da política monetária e afirmou que não pretende interferir na instituição, mesmo considerando solicitar a redução da taxa Selic, atualmente em 13,25%."
4044,neutro,neutro,medo,negativo,medo,negativo,neutro,neutro,medo,neutro,"A manchete indica uma reação estratégica dos estados contra a aprovação do teto para ICMS, o que sugere uma resposta proativa e de negociação, sem expressar emoção direta. f1 apresenta a estratégia dos secretários estaduais de Fazenda, indicando uma tentativa de mitigar os impactos negativos da decisão da Câmara, refletindo uma postura de medo sobre as perdas financeiras. f2 reforça o medo com estimativas de perdas financeiras e a pressão por medidas alternativas, enquanto também mostra a busca por soluções, o que pode indicar uma tentativa de manter a esperança e a neutralidade. f3 enfatiza a necessidade de soluções transitórias e conjuntas, refletindo uma postura neutra com foco em fatos e estratégias. No geral, a notícia transmite uma sensação de medo em relação às perdas financeiras, mas também uma tentativa de encontrar soluções, o que equilibra a polaridade para neutro.","Contra teto para ICMS, Comsefaz insistirá em conta de dividendos com Pacheco","Após a aprovação na Câmara dos Deputados do projeto que limita as alíquotas do ICMS sobre combustíveis, os secretários estaduais de Fazenda irão ao Senado defender a criação de uma conta de equalização com dividendos da Petrobras para conter a alta dos preços.","Os estados estimam uma perda de R$ 83,5 bilhões anuais com o projeto e continuam a pressionar pelo congelamento das alíquotas do ICMS, que se encerra em junho, além de defender a aprovação do PLP 1472, que propõe usar dividendos da Petrobras para reduzir os preços dos combustíveis.","A estratégia busca soluções transitórias para o aumento dos preços, enfatizando a necessidade de destinos específicos para os dividendos e medidas conjuntas com o Senado."
4056,alegria,positivo,alegria,positivo,neutro,neutro,alegria,positivo,alegria,positivo,"A manchete expressa uma mudança significativa na política monetária, o que pode ser interpretado como uma surpresa, mas devido ao contexto positivo de sair de um território negativo, a emoção dominante é alegria e a polaridade positiva. No f1, a afirmação de que o BCE se prepara para abandonar os juros negativos reforça a emoção de alegria e a polaridade positiva, pois é uma decisão esperada pelo mercado. No f2, a menção de um processo gradual e de monitoramento de fatores de risco indica cautela, mas não chega a ser medo, sendo considerado neutro. No f3, a sinalização de possíveis aumentos de taxas e saída do território negativo até o final do terceiro trimestre reforça a emoção de alegria e a polaridade positiva, pois é uma indicação clara de recuperação econômica. No geral, a notícia é predominantemente positiva, com uma emoção de alegria dominante.","Política monetária da zona do euro está em ponto de inflexão, diz Lagarde","A presidente do Banco Central Europeu, Christine Lagarde, afirmou que a política monetária na zona do euro está em um ""ponto de inflexão"" e que o BCE se prepara para abandonar os juros negativos.","Ela destacou que o processo de aumento das taxas deve ser gradual, sem pressa, e que a instituição monitora fatores como a taxa de câmbio e o risco de interrupção no fornecimento de gás russo.","Lagarde também sinalizou uma possível primeira alta das taxas em julho e a saída do território negativo até o final do terceiro trimestre, reforçando a intenção de manter a estabilidade econômica."
4069,alegria,positivo,neutro,neutro,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa uma expectativa de crescimento econômico, que é uma emoção de alegria e polaridade positiva. A f1 confirma essa expectativa, mas de uma forma mais factual, resultando em uma emoção neutra e polaridade neutra. A f2 também apresenta expectativas positivas de crescimento para os próximos anos, o que indica alegria e polaridade positiva. A f3, embora positiva em relação à recuperação econômica, menciona riscos externos, o que pode gerar uma sensação de cautela, mas ainda assim, a emoção predominante é de alegria com uma polaridade positiva. No geral, a notícia é predominantemente positiva e expressa alegria.","Ministério da Economia mantém projeção para alta do PIB de 2022 em 1,5%","O Ministério da Economia manteve a projeção de crescimento do PIB brasileiro em 1,5% para 2022, conforme divulgado em 19 de maio de 2022.","As projeções para 2023 a 2026 também permanecem em 2,50%, refletindo uma revisão altista das expectativas de mercado.","O documento destaca a recuperação do setor de serviços, investimentos e mercado de trabalho, embora ressalte a necessidade de monitorar riscos externos, como a guerra na Ucrânia."
4096,medo,negativo,tristeza,negativo,neutro,neutro,medo,negativo,medo,negativo,"A manchete anuncia um aumento no diesel, o que pode gerar sentimentos negativos devido ao impacto nos custos e na economia. No f1, a informação do aumento de quase 9% é objetiva, mas carrega uma polaridade negativa devido ao impacto financeiro. No f2, há uma explicação neutra sobre a necessidade do reajuste, sem carga emocional, mas a menção da incapacidade de refino nacional reflete uma situação negativa. No f3, a discussão sobre inflação e política de preços gera uma polaridade negativa, refletindo preocupação e incerteza.",Petrobras anuncia aumento do diesel a partir de terça-feira,"A Petrobras anunciou o aumento de quase 9% no preço do diesel em suas refinarias, válido a partir de 10 de maio, após 60 dias sem reajuste.","O reajuste reflete a valorização internacional do combustível e a necessidade de equilibrar preços com o mercado para garantir o abastecimento, já que a capacidade de refino nacional não atende toda a demanda.","O aumento ocorre em um contexto de alta da inflação, impulsionada pelos preços dos combustíveis, e gera debates sobre a política de preços da estatal e seu impacto na economia brasileira."
4104,neutro,neutro,medo,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete indica uma previsão de um ajuste menor na taxa Selic, sugerindo uma emoção de 'neutro' e polaridade 'neutro' devido à informação factual e esperada de ajuste monetário. O f1 reforça a neutralidade, mas com um tom de 'medo' devido à incerteza econômica, o que dá uma polaridade 'negativo'. O f2 mantém a emoção de 'medo' com a necessidade de cautela, resultando em uma polaridade 'negativo'. O f3 equilibra com uma abordagem cautelosa e dependente de fatores econômicos, mas ainda sugere 'medo' com polaridade 'negativo'. Geralmente, a notícia reflete um cenário de incerteza e cautela, predominando a emoção de 'medo' com polaridade 'negativo'.","Para próxima reunião, Copom prevê extensão do ciclo com ajuste menor","O Banco Central elevou a taxa Selic em 1 ponto porcentual, de 11,75% para 12,75% ao ano, mas sinalizou que pode realizar um novo aumento menor em junho devido à incerteza econômica.","O colegiado destacou a necessidade de cautela adicional diante do cenário de inflação elevada, expectativas desancoradas e riscos externos, mantendo a estratégia de aperto monetário até a consolidação da desinflação.","Apesar da previsão de continuidade do ciclo de alta, o BC afirmou que os próximos passos dependerão da evolução da atividade econômica, das projeções de inflação e do balanço de riscos."
4117,surpresa,negativo,alegria,positivo,alegria,positivo,medo,negativo,surpresa,negativo,"A manchete mostra um crescimento, mas abaixo do esperado, gerando uma emoção de surpresa com polaridade negativa devido à expectativa frustrada. O f1 indica uma recuperação após uma queda, o que pode ser visto como uma emoção de alegria com polaridade positiva, pois há um crescimento. O f2 confirma a recuperação parcial, sugerindo uma emoção de alegria com polaridade positiva. O f3 menciona uma greve que pode impactar a divulgação de dados futuros, trazendo uma emoção de medo com polaridade negativa devido à incerteza. Geralmente, a emoção dominante é a surpresa devido à expectativa não atendida, com uma polaridade negativa.","Prévia do PIB: IBC-Br sobe 0,34% em fevereiro, mas fica abaixo do esperado","A economia brasileira retornou ao crescimento em fevereiro, com o Índice de Atividade Econômica do Banco Central (IBC-Br) subindo 0,34% em relação ao mês anterior, após uma queda de 0,73% em janeiro revisada pelo BC.","O indicador apresentou expansão tanto na comparação anual quanto no acumulado do primeiro bimestre, indicando uma recuperação parcial da atividade econômica.","No entanto, a greve dos servidores do BC pode impactar a divulgação de dados futuros, mantendo a incerteza sobre o ritmo de recuperação econômica do país."
4132,alegria,positivo,neutro,neutro,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa um objetivo ambicioso e positivo, refletindo alegria por uma possível conquista no setor industrial. f1 apresenta uma análise neutra, focando em fatos sobre a crise dos semicondutores e a necessidade de uma indústria nacional. f2 possui elementos de alegria, mostrando a visão otimista e as oportunidades de políticas públicas e inovação. f3, embora mencione desafios, destaca a iniciativa como um passo importante, refletindo alegria. A emoção geral da notícia é alegria, com uma polaridade positiva, pois a notícia foca em uma possível superação de uma crise importante.",Presidente da Anfavea quer produção nacional de semicondutores,"A crise dos semicondutores, agravada por fatores como pandemia, guerra na Ucrânia e eventos climáticos extremos, revelou a fragilidade da cadeia global de produção e impulsionou a iniciativa de criar uma indústria nacional no Brasil, com previsão de implementação em dois a três anos.","O projeto busca atrair investimentos privados e reduzir a dependência de fornecedores asiáticos, considerando aspectos geopolíticos e ambientais, além de promover a descarbonização do setor automotivo por meio de políticas públicas e inovação tecnológica.","Apesar dos desafios econômicos e estruturais, a iniciativa representa um passo importante para fortalecer a indústria brasileira e garantir maior autonomia na produção de componentes essenciais."
4156,neutro,neutro,neutro,neutro,medo,negativo,neutro,neutro,neutro,neutro,"A manchete é neutra, pois não expressa uma emoção clara, apenas informa sobre assuntos importantes para a semana. O f1 é neutro, pois apresenta informações factuais sobre eventos econômicos globais e discursos de autoridades. O f2 apresenta um contexto de medo, devido à incerteza na divulgação de dados econômicos no Brasil causada pela greve dos funcionários do BC. O f3 é neutro, pois aborda temas variados como resultados corporativos, reformas e privatizações, sem uma emoção clara dominante.",Cinco assuntos quentes para o Brasil na próxima semana,"A semana reúne eventos do FMI, Banco Mundial e G20, com destaque para discursos de autoridades como Powell, Lagarde e Campos Neto, além de indicadores econômicos dos EUA e China.","A China planeja usar instrumentos de política monetária de forma flexível para garantir liquidez, enquanto o Brasil enfrenta greve de funcionários do BC que impede a divulgação de projeções e indicadores.","O mercado acompanha também resultados corporativos, debates sobre reformas e a privatização da Eletrobras, em meio às expectativas de política monetária e cenário eleitoral."
4165,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete transmite uma expectativa positiva de melhorias no ambiente de negócios, o que sugere alegria e polaridade positiva. O parágrafo f1 detalha as propostas, focando em mudanças potencialmente benéficas para o setor empresarial, o que reforça a alegria e a polaridade positiva. No f2, há uma explicação mais detalhada das propostas, mantendo a expectativa de melhorias, com ênfase em segurança jurídica e liberdade econômica, o que indica alegria e polaridade positiva. O f3 descreve um evento de apresentação das propostas, destacando a participação de representantes empresariais e a busca por estímulos ao empreendedorismo, o que também sugere alegria e polaridade positiva. No geral, a notícia reflete uma expectativa otimista e positiva sobre as mudanças propostas.",Empresários apresentam PECs para melhorar ambiente de negócios,"Empresários do Instituto Unidos Brasil apresentaram três Propostas de Emenda à Constituição (PECs) que visam melhorar o ambiente de negócios no país, incluindo a desoneração da folha de pagamentos e mudanças nas agências reguladoras.","As propostas defendem a permanência da desoneração, a criação de conselhos para fiscalização regulatória e a inclusão de princípios de liberdade econômica na Constituição.","As PECs foram apresentadas em evento em Brasília, reunindo representantes de diversas empresas e buscando promover maior segurança jurídica e estímulo ao empreendedorismo no Brasil."
4170,surpresa,negativo,surpresa,negativo,medo,negativo,medo,neutro,medo,negativo,"A manchete expressa surpresa devido ao uso explícito dessa palavra, indicando que a alta inflação foi inesperada. F1 também reflete surpresa ao detalhar as áreas onde a inflação superou expectativas. F2 apresenta uma polaridade negativa com emoção de medo, pois menciona a preocupação do mercado e a revisão de projeções, sugerindo incerteza. F3 combina elementos de medo e neutro, pois embora a inflação global e os preços dos combustíveis sejam desafios, há também uma melhora no crescimento do PIB, equilibrando a narrativa. A emoção geral da notícia é de medo, devido à incerteza econômica e às preocupações do mercado.",Presidente do BC afirma que maior inflação desde 1994 foi 'surpresa',"O presidente do Banco Central, Roberto Campos Neto, destacou que a inflação de março, de 1,62%, foi a maior desde 1994 e refletiu surpresas em setores como vestuário e alimentação fora do domicílio.","A alta do IPCA, que acumula 11,30% em 12 meses, preocupa o mercado, levando analistas a revisarem as projeções para juros e inflação neste ano, enquanto o BC avalia possíveis mudanças na sua análise de tendência inflacionária.","Campos Neto também mencionou que a inflação global e fatores como o aumento dos preços dos combustíveis, influenciados pela guerra no leste europeu, representam desafios para o Brasil, embora haja uma melhora nos números de crescimento do PIB."
4171,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete expressa uma expectativa de ação governamental, sugerindo que o programa Carteira Verde e Amarela ainda está em discussão, o que pode gerar surpresa ou expectativa no público. O f1 é neutro, pois apresenta uma informação factual sobre as intenções do Ministro Paulo Guedes. O f2 também é neutro, pois menciona a avaliação de novas medidas econômicas, sem indicar um resultado definitivo. O f3 é neutro, pois detalha a proposta do programa de maneira factual, sem expressar emoção ou polaridade. Considerando o contexto geral, a notícia é predominantemente neutra, pois não apresenta uma avaliação clara ou emocional dos eventos.",Bolsonaro: Guedes ainda quer criar Carteira Verde e Amarela,"O presidente Jair Bolsonaro afirmou que o ministro da Economia, Paulo Guedes, ainda busca formalizar o programa Carteira Verde e Amarela, que visa reduzir encargos trabalhistas para empregadores.","Ele também destacou que o governo estuda uma nova redução do IPI, incluindo a possibilidade de isentar mototaxistas, embora a ampliação do corte de 25% para 33% esteja descartada no momento.","A proposta, enviada ao Congresso por Medida Provisória, beneficia contratos de até 1,5 salário mínimo, com foco na redução de custos para a contratação de jovens."
4174,surpresa,negativo,surpresa,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete indica uma surpresa negativa devido à alta significativa da inflação, que é uma variação inesperada e grande em comparação aos anos recentes. O F1 reforça essa surpresa negativa ao detalhar os fatores impulsionadores da inflação, destacando alimentos e combustíveis, o que gera uma polaridade negativa. O F2 continua com uma emoção de medo, pois discute fatores climáticos e custos de frete que são incertos e podem continuar a afetar a economia, resultando numa polaridade negativa. O F3 menciona a persistência da inflação acima do teto da meta e possíveis mudanças na política monetária, o que reflete uma preocupação contínua e incerteza, indicando uma emoção de medo e polaridade negativa. A emoção geral da notícia é de medo devido à incerteza econômica e às possíveis consequências da alta inflação.","Inflação no IPCA é de 1,62% em março, a maior desde 1994","A inflação no IPCA de março atingiu 1,62%, a maior variação para o mês desde 1994, impulsionada principalmente por alimentos e combustíveis.","O aumento dos preços refletiu fatores climáticos, custos de frete e a alta nos preços dos combustíveis, que subiram 6,7% no mês, influenciando diversos setores da economia.","Apesar das altas na taxa de juros, a inflação permanece acima do teto da meta do Banco Central, indicando uma tendência de alta que pode levar a novas mudanças na política monetária."
4180,neutro,neutro,medo,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete e todas as partes da notícia indicam uma situação de preocupação com a inflação no atacado, impulsionada por aumentos nos preços de combustíveis e fertilizantes. A manchete é neutra, apenas informando o fato. O f1 destaca a aceleração da inflação, o que pode gerar medo devido à antecipação de perdas futuras. O f2 reforça essa preocupação, mostrando a grande influência dos derivados do petróleo, gerando medo. O f3 apresenta uma mistura de medo e neutro, pois apesar da pressão nos preços de combustíveis e insumos, há desaceleração em alguns itens. O rótulo geral é medo, devido à predominância de informações que antecipam possíveis impactos negativos na economia.","Diesel, gasolina e fertilizantes turbinam inflação no atacado no IGP-DI","A inflação no atacado medida pelo IGP-DI de março acelerou para 2,37%, impulsionada pelo aumento nos preços do óleo diesel, gasolina e fertilizantes.","O índice, que acumulou alta de 15,57% em 12 meses, foi fortemente influenciado pelos derivados do petróleo, que representaram 30% do resultado do IPA.","O aumento nos preços de bens finais e intermediários refletiu a pressão dos combustíveis e insumos, enquanto alguns itens de matérias-primas apresentaram desaceleração, como soja, café e milho."
4186,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete reflete uma expectativa de mudança de liderança na Petrobras, o que pode gerar sentimentos de surpresa ou neutro, mas como a notícia foca na substituição e não na decisão em si, opto por neutro. A f1 reforça essa neutralidade ao apresentar fatos sobre a possível nomeação de Caio Paes de Andrade sem expressar emoção direta. A f2 explica as razões da desistência de Adriano Pires, o que gera um contexto de neutralidade, pois não há uma carga emocional direta, mas sim a explicação de um obstáculo. A f3 sugere uma solução de dentro do governo, focando na confiança e experiência de Andrade, o que mantém a neutralidade da notícia. No geral, a notícia é neutra, pois se concentra em informar os fatos e possíveis soluções sem expressar uma carga emocional forte.",Assessor de Guedes é cotado para Petrobras após desistência de Pires,"Caio Paes de Andrade, secretário especial de Desburocratização, Gestão e Governo Digital do Ministério da Economia, é cotado para assumir a presidência da Petrobras após a desistência de Adriano Pires.","A indicação de Andrade, apoiada por ministros e pelo ministro de Minas e Energia, Bento Albuquerque, ocorre em meio às dificuldades enfrentadas por Pires, que não poderia assumir devido a conflitos de interesse e à necessidade de vender sua empresa, o CBIE.","A mudança busca uma solução interna ao governo, considerando a confiança em Andrade e sua experiência na gestão de serviços digitais do governo federal."
4203,surpresa,neutro,neutro,neutro,medo,negativo,medo,negativo,medo,negativo,"A manchete expressa uma mudança significativa no setor de cobre, sugerindo uma emoção de surpresa devido ao contraste com o ano de 2019. A polaridade é neutra, pois é uma observação factual. No f1, há uma descrição de recuperação após uma queda, o que poderia gerar surpresa ou alegria, mas como foca na recuperação e não nos ganhos, é considerada neutra. No f2, a emoção dominante é o medo, devido aos desafios e incertezas políticas e regulatórias que podem afetar a mineração, com polaridade negativa. No f3, a persistência de um déficit de oferta e a continuidade da subida dos preços do cobre indicam um cenário de medo e incerteza, com polaridade negativa. O rótulo geral reflete a emoção de medo e polaridade negativa devido aos desafios e incertezas dominantes no setor.",Conferência do setor de cobre vê ‘outro mundo’ comparado a 2019,"Na última conferência do setor de cobre em Santiago, os preços do metal estavam próximos de US$ 5 por libra, refletindo uma recuperação após a queda abaixo de US$ 3, devido às preocupações com a demanda na China e às fragilidades nas cadeias de suprimentos agravadas pela guerra na Ucrânia.","O aumento na procura por veículos elétricos e a necessidade de novos investimentos em mineração, especialmente no Chile, enfrentam obstáculos como custos elevados, complexidade regulatória e incertezas políticas, incluindo propostas de reforma radical.","Caso o déficit de oferta persista, os preços do cobre devem continuar a subir, desafiando os planos globais de transição energética e enfrentando resistência de comunidades locais em países como Peru e Sérvia."
4266,alegria,positivo,alegria,positivo,alegria,positivo,medo,negativo,medo,negativo,"A manchete expressa ânsia por atrair investimentos estrangeiros, sugerindo uma política de incentivo e otimismo em relação ao mercado de capitais. O f1 reforça essa visão, destacando medidas para atrair capital externo, o que é uma tentativa de mitigar a incerteza causada pela guerra e cenário internacional, indicando uma emoção de alegria e polaridade positiva. O f2 menciona medidas de estímulo econômico, incluindo liberação de recursos do FGTS e crédito para empresas, o que também sinaliza uma tentativa de trazer otimismo ao mercado, com emoção de alegria e polaridade positiva. O f3, contudo, introduz elementos de incerteza e crítica à política econômica, sugerindo uma emoção de medo devido à persistência das pressões por gastos públicos e à instabilidade política, com polaridade negativa. O rótulo geral da notícia é de medo, devido à incerteza econômica e política apresentada.",Guedes quer zerar Imposto de Renda em títulos de empresas para estrangeiro,"O governo brasileiro anunciou a intenção de zerar o Imposto de Renda sobre aplicações de investidores estrangeiros em títulos emitidos por empresas no país, como parte de medidas para atrair capital externo diante do cenário internacional e da guerra entre Rússia e Ucrânia.","Além disso, o pacote de estímulo inclui a liberação de R$ 30 bilhões para saque do FGTS e R$ 100 bilhões para crédito às pequenas e médias empresas, enquanto discute-se no Congresso ações para conter o aumento dos preços dos combustíveis.","O aumento do preço do petróleo e a instabilidade política elevam a incerteza sobre a economia brasileira, levando o governo a considerar medidas como a redução do IPI, embora especialistas alertem para a persistência das pressões por gastos públicos."
4269,tristeza,negativo,tristeza,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete expressa tristeza devido ao crescimento econômico abaixo da média mundial, indicando insatisfação com o desempenho do Brasil. O f1 reitera a tristeza ao detalhar o crescimento insuficiente e compará-lo desfavoravelmente com a média global. O f2 indica medo, refletindo a preocupação com a continuidade de problemas estruturais que podem prejudicar o crescimento futuro. O f3 também reflete medo, com a previsão de crescimento quase nulo em 2022 e as incertezas causadas pela guerra, mas há uma nota de esperança para 2023, o que torna a emoção dominante medo com uma polaridade negativa. No geral, a notícia é predominantemente negativa, com tristeza e medo como emoções dominantes.",PIB brasileiro cresceu abaixo da média mundial em 2021,"O crescimento do PIB brasileiro em 2021 foi de 4,6%, recuperando parte das perdas da pandemia, mas ainda ficando abaixo da média de 5,7% dos 34 países analisados pela Austin Ratings.","Segundo o economista Alex Agostini, o país permanece na metade inferior do ranking de crescimento global devido a problemas políticos, fiscais e sociais, além de um desempenho histórico lento.","Para 2022, a previsão é de crescimento de apenas 0,3%, influenciado por altas taxas de juros, inflação e o impacto da guerra entre Rússia e Ucrânia, com expectativa de recuperação na posição de 12ª maior economia mundial em 2023."
4270,alegria,positivo,alegria,positivo,alegria,positivo,neutro,neutro,alegria,positivo,"A manchete indica uma época de alegria e otimismo, devido à criação de empregos acima do previsto e queda na taxa de desemprego. No f1, a alegria continua com a superação das expectativas de empregos. O f2 reforça essa emoção ao mostrar a revisão positiva dos dados anteriores, indicando um crescimento contínuo na geração de empregos. O f3, embora ainda positivo, apresenta um elemento de neutro ao mencionar o crescimento salarial anual, mas com um aumento marginal abaixo das projeções.","EUA cria 678 mil vagas em fevereiro, acima do previsto; desemprego cai","A economia dos Estados Unidos criou 678 mil empregos em fevereiro, superando a expectativa de 440 mil vagas, segundo o Departamento do Trabalho.","A taxa de desemprego caiu para 3,8%, enquanto os números de janeiro e dezembro foram revisados para cima, indicando maior geração de postos de trabalho.","No entanto, o salário médio por hora teve aumento marginal de 0,03%, abaixo das projeções, refletindo um crescimento salarial anual de 5,13%."
4339,alegria,positivo,alegria,positivo,medo,negativo,alegria,positivo,alegria,positivo,"A manchete expressa um forte sentimento de alegria, devido ao crescimento econômico significativo, que é positivo. f1 reforça essa alegria, detalhando os fatores positivos de crescimento econômico. f2 introduz uma nota de medo, pois a desaceleração em dezembro, causada pela variante ômicron, gera incerteza sobre o futuro. f3 apresenta uma mistura de alegria e medo, pois embora o Federal Reserve apoie a recuperação com a sinalização de aumento de juros, desafios como a escassez de chips e a inflação persistente ainda impactam negativamente o cenário. No geral, a alegria predomina, mas com elementos de medo que indicam uma polaridade positiva com nuances.",Economia dos EUA decola no 4º trim. e tem melhor desempenho desde 1984,"O crescimento econômico dos Estados Unidos no quarto trimestre de 2021 foi impulsionado pelo reabastecimento de estoques e pelo aumento dos gastos do consumidor, resultando na maior expansão em quase quatro décadas.","Apesar do desempenho robusto, a atividade desacelerou em dezembro devido à variante ômicron, que afetou gastos, produção e o mercado de trabalho.","O Federal Reserve sinalizou o aumento dos juros em março, apoiando a recuperação econômica, embora desafios como a escassez de chips e a inflação persistente ainda impactem o cenário."
4343,neutro,neutro,neutro,neutro,surpresa,neutro,medo,negativo,neutro,neutro,"A manchete reflete uma emoção neutra, pois apenas informa a desaceleração do IPCA-15, sem expressar uma opinião ou especulação. O f1 apresenta uma emoção neutra, pois também é informativo, destacando o acumulado acima das expectativas, mas ainda dentro do contexto de desaceleração. O f2 mostra uma emoção de surpresa, pois revela variações nos grupos de preços, com altas em alguns e queda em Transportes, o que pode ser inesperado. O f3 apresenta uma emoção de medo, pois fala sobre riscos inflacionários e possível elevação da taxa Selic, indicando incerteza e possível impacto negativo. A emoção geral da notícia é neutra, pois o foco principal é a transmissão de informações factuais.","IPCA-15 de janeiro fica em 0,58% e segue gradual desaceleração","O IPCA-15 de janeiro apresentou alta de 0,58%, indicando desaceleração em relação a dezembro, com o acumulado de 12 meses em 10,20%, ainda acima das expectativas do mercado.","O índice revelou altas em grupos como Alimentação e Bebidas, Habitação e Vestuário, enquanto Transportes teve queda de preços, especialmente na gasolina e passagens aéreas.","As projeções para 2022 indicam que o IPCA deve fechar próximo de 5%, mantendo riscos inflacionários internos e externos que podem levar o Banco Central a elevar a taxa Selic, atualmente em 9,25%."
4344,alegria,positivo,neutro,positivo,neutro,positivo,neutro,positivo,alegria,positivo,"A manchete indica um compromisso do governo brasileiro, sugerindo uma atitude proativa e positiva em direção à integração econômica internacional, o que gera uma expectativa positiva. O f1 detalha o compromisso com uma redução do IOF, apresentando informações factuais e neutras, mas com uma conotação positiva devido à redução de impostos. O f2 explica o cronograma da redução, reforçando a expectativa positiva de uma ação gradual e planejada. O f3 expande a informação, incluindo outras operações financeiras, e mantém o sentimento geral de expectativa positiva.",OCDE: Governo se compromete a zerar IOF sobre operações no exterior,"O Brasil comprometeu-se com a OCDE a zerar o IOF sobre transações com o exterior até 2028, incluindo operações com cartões de débito e crédito.","A redução gradual do imposto começará em 2023, com uma diminuição de um ponto percentual por ano, até sua eliminação total.","Além disso, o país se comprometeu a zerar o IOF sobre aquisição de moeda estrangeira e transferências internacionais, com previsão de conclusão em 2029."
4346,alegria,positivo,alegria,positivo,neutro,neutro,neutro,neutro,alegria,positivo,"A manchete expressa alegria e polaridade positiva, pois a aprovação do convite para iniciar negociações de adesão à OCDE reflete um reconhecimento internacional e uma oportunidade de crescimento. O f1 mantém a alegria e polaridade positiva, com a expectativa de um processo de adesão bem-sucedido. O f2 apresenta uma perspectiva neutra, pois detalha o progresso e a preparação do Brasil, sem expressar emoção forte. O f3 também é neutro, ao informar que outros países também receberam o convite e que o sucesso dependerá do alinhamento a padrões, sem transmitir uma emoção clara. Geralmente, a notícia apresenta uma perspectiva positiva, com a emoção predominante de alegria, devido à aprovação e ao potencial de crescimento.",OCDE aprova convite para Brasil iniciar negociação de adesão à entidade,"O conselho de ministros da OCDE aprovou o convite formal para que o Brasil inicie negociações de adesão à organização, processo que deve levar de três a cinco anos para ser concluído.",O governo brasileiro já aderiu a 103 das mais de 200 normas exigidas e aguarda a apresentação de um roteiro elaborado pela OCDE para avançar nas etapas finais.,"Outros cinco países também receberam o convite, e o sucesso da adesão dependerá da capacidade de cada nação de se alinhar aos padrões e melhores práticas da organização."
4349,medo,negativo,medo,negativo,tristeza,negativo,medo,negativo,medo,negativo,"A manchete expressa é 'Medo', com polaridade 'Negativa', devido à incerteza e possíveis impactos negativos do aperto monetário nos EUA sobre a recuperação econômica na Ásia. F1 também reflete 'Medo' e 'Negativo' ao destacar o atraso econômico e a pressão sobre políticas monetárias. F2 apresenta 'Tristeza' com polaridade 'Negativa', pois a redução da projeção de crescimento é um resultado negativo e concreto. F3 mantém 'Medo' e 'Negativo' ao alertar sobre dificuldades econômicas futuras relacionadas a taxas de juros mais altas e inflação elevada. O rótulo geral é 'Medo' e 'Negativo' devido ao tom predominante de incerteza e possíveis dificuldades econômicas.",FMI: aperto monetário nos EUA pode retardar recuperação da Ásia,A expectativa de aumento das taxas de juros pelo Federal Reserve pode atrasar a recuperação econômica dos países emergentes da Ásia e aumentar a pressão sobre suas políticas monetárias.,"O FMI reduziu a projeção de crescimento da região para 5,9% em 2022, principalmente devido à desaceleração da China e às dificuldades relacionadas à Covid-19.","Apesar de não prever grandes impactos imediatos, o órgão alertou que taxas de juros mais altas e a inflação elevada podem dificultar a retomada econômica na região."
